"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","ESTU_CONSECUTIVO","ESTU_ESTUDIANTE","ESTU_PAIS_RESIDE","ESTU_TIENEETNIA","ESTU_DEPTO_RESIDE","ESTU_COD_RESIDE_DEPTO","ESTU_MCPIO_RESIDE","ESTU_COD_RESIDE_MCPIO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONPADRE","FAMI_EDUCACIONMADRE","FAMI_TRABAJOLABORPADRE","FAMI_TRABAJOLABORMADRE","FAMI_TIENEINTERNET","FAMI_TIENESERVICIOTV","FAMI_TIENECOMPUTADOR","FAMI_TIENELAVADORA","FAMI_TIENEHORNOMICROOGAS","FAMI_TIENEAUTOMOVIL","FAMI_TIENEMOTOCICLETA","FAMI_TIENECONSOLAVIDEOJUEGOS","FAMI_NUMLIBROS","FAMI_COMELECHEDERIVADOS","FAMI_COMECARNEPESCADOHUEVO","FAMI_COMECEREALFRUTOSLEGUMBRE","FAMI_SITUACIONECONOMICA","ESTU_DEDICACIONLECTURADIARIA","ESTU_DEDICACIONINTERNET","ESTU_HORASSEMANATRABAJA","ESTU_TIPOREMUNERACION","COLE_CODIGO_ICFES","COLE_COD_DANE_ESTABLECIMIENTO","COLE_NOMBRE_ESTABLECIMIENTO","COLE_GENERO","COLE_NATURALEZA","COLE_CALENDARIO","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_SEDE","COLE_NOMBRE_SEDE","COLE_SEDE_PRINCIPAL","COLE_AREA_UBICACION","COLE_JORNADA","COLE_COD_MCPIO_UBICACION","COLE_MCPIO_UBICACION","COLE_COD_DEPTO_UBICACION","COLE_DEPTO_UBICACION","ESTU_PRIVADO_LIBERTAD","ESTU_COD_MCPIO_PRESENTACION","ESTU_MCPIO_PRESENTACION","ESTU_DEPTO_PRESENTACION","ESTU_COD_DEPTO_PRESENTACION","PUNT_LECTURA_CRITICA","PERCENTIL_LECTURA_CRITICA","DESEMP_LECTURA_CRITICA","PUNT_MATEMATICAS","PERCENTIL_MATEMATICAS","DESEMP_MATEMATICAS","PUNT_C_NATURALES","PERCENTIL_C_NATURALES","DESEMP_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PERCENTIL_SOCIALES_CIUDADANAS","DESEMP_SOCIALES_CIUDADANAS","PUNT_INGLES","PERCENTIL_INGLES","DESEMP_INGLES","PUNT_GLOBAL","PERCENTIL_GLOBAL","ESTU_ESTADOINVESTIGACION","ESTU_GENERACION-E"
"TI","COLOMBIA","M","06/05/2002","20,201","SB11202010046353","ESTUDIANTE","COLOMBIA","No","BOYACA","15","DUITAMA","15,238","Estrato 2","7 a 8","Cuatro","Primaria incompleta","Técnica o tecnológica incompleta","Es operario de máquinas o conduce vehículos (taxita, chofer)","No sabe","Si","Si","Si","Si","No","Si","Si","No","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","No leo por entretenimiento","Más de 3 horas","0","No","169748","315238001758","INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA","MIXTO","NO OFICIAL","A","N","ACADÉMICO","315,238,001,758","INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA","S","URBANO","MAÑANA","15238","DUITAMA","15","BOYACA","N","15759","SOGAMOSO","BOYACA","15","75","94","4","66","68","3","64","72","3","61","63","3","49","22","A1","326","69","PUBLICAR","NO"
"TI","COLOMBIA","M","06/05/2002","20,201","SB11202010049601","ESTUDIANTE","COLOMBIA","No","CAUCA","19","POPAYÁN","19,001","Estrato 4","1 a 2","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Si","Si","Si","Si","Si","No","No","No","11 A 25 LIBROS","1 o 2 veces por semana","3 a 5 veces por semana","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Entre 30 y 60 minutos","0","No","007070","319001000370","REAL COL SAN FRANCISCO DE ASIS","MIXTO","NO OFICIAL","B","N","ACADÉMICO","319,001,000,370","REAL COL SAN FRANCISCO DE ASIS","S","URBANO","MAÑANA","19001","POPAYÁN","19","CAUCA","N","19001","POPAYÁN","CAUCA","19","73","89","4","60","49","3","60","59","3","58","54","3","62","42","A2","313","61","PUBLICAR","NO"
"TI","COLOMBIA","M","06/05/2003","20,201","SB11202010011056","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 3","3 a 4","Dos","Primaria incompleta","Secundaria (Bachillerato) incompleta","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","Si","Si","0 A 10 LIBROS","Todos o casi todos los días","1 o 2 veces por semana","Nunca o rara vez comemos eso","Igual","30 minutos o menos","Entre 1 y 3 horas","Menos de 10 horas","Si, en efectivo","058727","376001028219","COLEGIO COMFANDI EL PRADO","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,001,028,219","COLEGIO COMFANDI EL PRADO","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","60","48","3","62","56","3","61","60","3","53","43","2","56","32","A1","294","49","PUBLICAR","NO"
"TI","COLOMBIA","M","06/05/2003","20,201","SB11202010024380","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 5","5 a 6","Tres","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","No","0 A 10 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","No leo por entretenimiento","Entre 1 y 3 horas","0","No","101048","476520006324","COLEGIO BILINGÜE SAN JOSE CAMPESTRE","MIXTO","NO OFICIAL","B","S","ACADÉMICO","476,520,006,324","COL SAN JOSE CAMPESTRE","S","URBANO","COMPLETA","76520","PALMIRA","76","VALLE","N","76520","PALMIRA","VALLE","76","65","65","3","67","70","3","64","70","3","65","72","3","82","85","B+","333","73","PUBLICAR","NO"
"TI","COLOMBIA","M","06/05/2003","20,201","SB11202010035397","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","MEDELLÍN","5,001","Estrato 3","3 a 4","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","No aplica","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Si","Si","Si","Si","No","Si","No","No",,"Todos o casi todos los días","3 a 5 veces por semana","1 o 2 veces por semana","Mejor","Entre 1 y 2 horas","Entre 1 y 3 horas","0","No","042069","305266001466","COL FONTAN","MIXTO","NO OFICIAL","A","N","ACADÉMICO","305,266,001,466","COL FONTAN","S","URBANO","COMPLETA","05266","ENVIGADO","05","ANTIOQUIA","N","68001","BUCARAMANGA","SANTANDER","68","74","92","4","77","95","4","67","80","3","72","89","4","81","84","B+","366","91","PUBLICAR","GENERACION E - EXCELENCIA NACIONAL"
"TI","COLOMBIA","M","07/05/0002","20,201","SB11202010024811","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 6","3 a 4","Cuatro","Postgrado","Postgrado","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","30 minutos o menos","Entre 1 y 3 horas","0","No","019349","311769003474","COL ANDINO","MIXTO","NO OFICIAL","B","S","ACADÉMICO","311,769,003,474","COL ANDINO","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","64","63","3","71","83","4","62","65","3","66","75","3","77","71","B1","333","73","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/0003","20,201","SB11202010000852","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","SABANETA","5,631","Estrato 5","5 a 6","Dos","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Mejor","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","002451","305631000121","ASPAEN - GIMNASIO LOS ALCAZARES","MASCULINO","NO OFICIAL","B","N",,"305,631,000,121","ASPAEN - GIMNASIO LOS ALCAZARES","S","URBANO","COMPLETA","05631","SABANETA","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","81","100","4","78","96","4","81","100","4","75","95","4","100","100","B+","402","99","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/0003","20,201","SB11202010003440","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 3","3 a 4","Cuatro","Educación profesional incompleta","Educación profesional incompleta","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Igual","30 minutos o menos","Más de 3 horas","Menos de 10 horas","No","070094","376001000900","COL PARROQ SAN JUAN BAUTISTA","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,001,000,900","COL PARROQ SAN JUAN BAUTISTA","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","63","57","3","61","53","3","53","38","2","61","63","3","66","48","A2","300","53","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/0003","20,201","SB11202010018672","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","LA ESTRELLA","5,380","Estrato 5","3 a 4","Tres","Postgrado","Postgrado","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","No","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Peor","Entre 30 y 60 minutos","Entre 1 y 3 horas","Menos de 10 horas","Si, en efectivo","156604","305380019472","COLEGIO CANADIENSE","MIXTO","NO OFICIAL","B","S","ACADÉMICO","305,380,019,472","COLEGIO CANADIENSE - SEDE PRINCIPAL","S","RURAL","COMPLETA","05380","LA ESTRELLA","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","78","98","4","77","95","4","76","97","4","79","99","4","86","94","B+","391","98","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/2002","20,201","SB11202010006087","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 6","3 a 4","Cuatro","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Mejor","30 minutos o menos","Entre 1 y 3 horas","Más de 30 horas","No","024299","311001019568","LIC FRANCES LOUIS PASTEUR","MIXTO","NO OFICIAL","B","S","TÉCNICO/ACADÉMICO","311,001,019,568","LIC FRANCES LOUIS PASTEUR","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","72","87","4","64","62","3","65","74","3","76","96","4","73","61","B1","348","82","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/2002","20,201","SB11202010008550","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","MEDELLÍN","5,001",,"3 a 4","Cuatro","Educación profesional completa","Educación profesional completa","No sabe","Trabaja en el hogar, no trabaja o estudia","Si","No","No","Si",,"Si",,,"MÁS DE 100 LIBROS","1 o 2 veces por semana","1 o 2 veces por semana","Todos o casi todos los días",,"Más de 2 horas","No Navega Internet","Más de 30 horas","No","106120","305001000077","EL NUEVO COL THE NEW SCHOOL","MIXTO","NO OFICIAL","B","N","ACADÉMICO","305,001,000,077","EL NUEVO COL THE NEW SCHOOL","S","RURAL","COMPLETA","05001","MEDELLÍN","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","35","3","1","34","5","1","31","2","1","32","6","1","55","31","A1","173","3","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/2002","20,201","SB11202010013544","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 5","3 a 4","Tres","Técnica o tecnológica completa","Educación profesional completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","1 o 2 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Igual","No leo por entretenimiento","Entre 1 y 3 horas","0","No","017335","376001000276","COL BERCHMANS","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,000,276","COL BERCHMANS","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","58","43","3","73","88","4","64","71","3","59","56","3","74","64","B1","322","66","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/2002","20,201","SB11202010014276","ESTUDIANTE","COLOMBIA","No","ATLANTICO","08","PUERTO COLOMBIA","8,573","Estrato 6","7 a 8","Cuatro","Postgrado","Postgrado","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","No leo por entretenimiento","Más de 3 horas","0","No","003418","408573012835","COLEGIO KARL C PARRISH","MIXTO","NO OFICIAL","B","S","ACADÉMICO","408,573,012,835","COLEGIO KARL C PARRISH","S","URBANO","COMPLETA","08573","PUERTO COLOMBIA","08","ATLANTICO","N","08001","BARRANQUILLA","ATLANTICO","08","70","82","4","78","96","4","63","68","3","60","59","3","79","78","B+","343","79","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/2002","20,201","SB11202010021671","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","1 a 2","Cuatro","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","No leo por entretenimiento","Más de 3 horas","Entre 11 y 20 horas","No","177469","311001105375","COL  MONTESSORI BRITISH SCHOOL","MIXTO","NO OFICIAL","B",,"ACADÉMICO","311,001,105,375","COL  MONTESSORI BRITISH SCHOOL","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","74","91","4","75","92","4","70","87","3","77","97","4","79","78","B+","372","93","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/2002","20,201","SB11202010023533","ESTUDIANTE","COLOMBIA","No","VALLE","76","GUADALAJARA DE BUGA","76,111","Estrato 4","1 a 2","Dos","Educación profesional completa","Postgrado","Pensionado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","No","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Igual","Entre 30 y 60 minutos","Más de 3 horas","0","No","018184","376111000280","LICEO DE LOS ANDES","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,111,000,280","LIC DE LOS ANDES","S","URBANO","MAÑANA","76111","GUADALAJARA DE BUGA","76","VALLE","N","76111","GUADALAJARA DE BUGA","VALLE","76","67","73","4","73","87","4","64","70","3","46","27","2","67","50","A2","314","61","PUBLICAR","NO"
"TI","COLOMBIA","M","07/05/2002","20,201","SB11202010070763","ESTUDIANTE","COLOMBIA","No","NARIÑO","52","PASTO","52,001","Estrato 3","1 a 2","Dos","Educación profesional completa","Educación profesional completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","No","No","No","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 1 y 2 horas","Entre 30 y 60 minutos","0","No","079038","352001004658","COL COMFAMILIAR DE NARIÑO SIGLO XXI","MIXTO","NO OFICIAL","B","N","TÉCNICO/ACADÉMICO","352,001,004,658","COL COMFAMILIAR DE NARIÑO SIGLO XXI","S","URBANO","MAÑANA","52001","PASTO","52","NARIÑO","N","52001","PASTO","NARIÑO","52","64","61","3","51","28","3","54","40","2","58","53","3","56","32","A1","283","43","PUBLICAR","GENERACION E - GRATUIDAD"
"TI","COLOMBIA","M","07/05/2003","20,201","SB11202010027612","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 5","3 a 4","Tres","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","Nunca o rara vez comemos eso","Mejor","No leo por entretenimiento","Entre 1 y 3 horas","0","No","036756","376001008498","COLEGIO REYES CATOLICOS","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,008,498","COLEGIO REYES CATOLICOS","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","46","14","2","65","63","3","47","24","2","44","24","2","57","34","A1","255","29","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/0001","20,201","SB11202010007226","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 2","3 a 4","Dos","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","No","No","No","No","0 A 10 LIBROS","Nunca o rara vez comemos eso","3 a 5 veces por semana","Nunca o rara vez comemos eso","Igual","No leo por entretenimiento","Más de 3 horas","0","No","089326","376001008633","INCOVAL","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,008,633","INCOVAL","S","URBANO","NOCHE","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","56","35","3","51","27","3","51","34","2","56","49","3","53","27","A1","267","35","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/0002","20,201","SB11202010000103","ESTUDIANTE","COLOMBIA","No","VALLE","76","PALMIRA","76,520","Estrato 2","3 a 4","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Si","Si","No","Si","Si","No","No","No","11 A 25 LIBROS","3 a 5 veces por semana","3 a 5 veces por semana","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","078832","376520000089","COL COLOMBIA","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,520,000,089","COL COLOMBIA","S","URBANO","MAÑANA","76520","PALMIRA","76","VALLE","N","76520","PALMIRA","VALLE","76","46","15","2","52","31","3","42","16","2","51","37","2","49","22","A1","239","23","PUBLICAR","GENERACION E - GRATUIDAD"
"TI","COLOMBIA","M","08/05/0002","20,201","SB11202010018920","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Sin Estrato","3 a 4","Cinco","Secundaria (Bachillerato) completa","Educación profesional completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","No leo por entretenimiento","Entre 1 y 3 horas","0","No","019349","311769003474","COL ANDINO","MIXTO","NO OFICIAL","B","S","ACADÉMICO","311,769,003,474","COL ANDINO","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","59","44","3","64","63","3","57","51","3","52","39","2","71","56","B1","295","50","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/0002","20,201","SB11202010020133","ESTUDIANTE","COLOMBIA","No","VALLE","76","PALMIRA","76,520","Estrato 2","1 a 2","Dos","Técnica o tecnológica completa","Educación profesional completa","No sabe","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","No","Si","Si","Si","No","Si","0 A 10 LIBROS","Nunca o rara vez comemos eso","1 o 2 veces por semana","1 o 2 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 21 y 30 horas","Si, en efectivo","197939","376520007105","LIC MADRE ELISA","MIXTO","NO OFICIAL","B",,"ACADÉMICO","376,520,007,105","LIC MADRE ELISA","S","URBANO","MAÑANA","76520","PALMIRA","76","VALLE","N","76520","PALMIRA","VALLE","76","63","58","3","70","80","3","70","88","3","70","85","3","68","53","B1","341","78","PUBLICAR","GENERACION E - GRATUIDAD"
"TI","COLOMBIA","M","08/05/0002","20,201","SB11202010020742","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Peor","No leo por entretenimiento","Entre 1 y 3 horas","0","Si, en efectivo","019422","311848002262","COL ITALIANO LEONARDO DA VINCI","MIXTO","NO OFICIAL","B","S","ACADÉMICO","311,848,002,262","COL ITALIANO LEONARDO DA VINCI","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","70","81","4","69","76","3","72","91","4","74","94","4","77","71","B1","358","88","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2001","20,201","SB11202010010551","ESTUDIANTE","COLOMBIA","No","ATLANTICO","08","BARRANQUILLA","8,001","Estrato 6","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Igual","Entre 30 y 60 minutos","Más de 3 horas","Entre 11 y 20 horas","Si, en efectivo","046557","308001101153","COLEGIO BRITANICO INTERNACIONAL","MIXTO","NO OFICIAL","B","S","ACADÉMICO","308,001,101,153","COLEGIO BRITANICO INTERNACIONAL","S","URBANO","COMPLETA","08573","PUERTO COLOMBIA","08","ATLANTICO","N","08001","BARRANQUILLA","ATLANTICO","08","71","85","4","74","90","4","70","87","3","63","67","3","80","80","B+","352","84","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2002","20,201","SB11202010008538","ESTUDIANTE","COLOMBIA","No","SANTANDER","68","FLORIDABLANCA","68,276","Estrato 5","5 a 6","Cuatro","Postgrado","Educación profesional completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Mejor","Entre 30 y 60 minutos","Entre 1 y 3 horas","Más de 30 horas","Si, en efectivo","110858","368001000516","COL NUEVO CAMBRIDGE","MIXTO","NO OFICIAL","B","N","ACADÉMICO","368,001,000,516","COL NUEVO CAMBRIDGE","S","URBANO","COMPLETA","68276","FLORIDABLANCA","68","SANTANDER","N","68001","BUCARAMANGA","SANTANDER","68","69","78","4","79","97","4","69","85","3","78","98","4","85","91","B+","373","94","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2002","20,201","SB11202010010018","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","Postgrado","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","019331","311769001781","COL ABRAHAM LINCOLN","MIXTO","NO OFICIAL","B","S","ACADÉMICO","311,769,001,781","COL ABRAHAM LINCOLN","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","76","96","4","77","95","4","67","80","3","72","89","4","83","88","B+","369","92","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2002","20,201","SB11202010022441","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 6","3 a 4","Cuatro","Postgrado","Postgrado","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Peor","Entre 30 y 60 minutos","Más de 3 horas","0","No","024299","311001019568","LIC FRANCES LOUIS PASTEUR","MIXTO","NO OFICIAL","B","S","TÉCNICO/ACADÉMICO","311,001,019,568","LIC FRANCES LOUIS PASTEUR","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","69","79","4","75","92","4","70","87","3","81","100","4","81","82","B+","372","93","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2002","20,201","SB11202010022579","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","5 a 6","Cinco","Educación profesional completa","Educación profesional completa","Pensionado","Es agricultor, pesquero o jornalero","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","30 minutos o menos","Más de 3 horas","0","Si, en especie","021899","311001010820","COL SAN BARTOLOME LA MERCED","MIXTO","NO OFICIAL","B","N","ACADÉMICO","311,001,010,820","COL SAN BARTOLOME LA MERCED","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","55","35","3","60","49","3","55","43","2","62","64","3","76","69","B1","297","51","PUBLICAR","NO"
